a,subtype,type
1636838,hormonal_therapy,concurrent_meds
1636839,hormonal_therapy,concurrent_meds
1636872,hormonal_therapy,concurrent_meds
1636875,hormonal_therapy,concurrent_meds
40040566,hormonal_therapy,concurrent_meds
1636876,hormonal_therapy,concurrent_meds
40040565,hormonal_therapy,concurrent_meds
1636869,hormonal_therapy,concurrent_meds
40042048,hormonal_therapy,concurrent_meds
40042054,hormonal_therapy,concurrent_meds
40042056,hormonal_therapy,concurrent_meds
40042019,hormonal_therapy,concurrent_meds
40042022,hormonal_therapy,concurrent_meds
40042023,hormonal_therapy,concurrent_meds
40042020,hormonal_therapy,concurrent_meds
40042021,hormonal_therapy,concurrent_meds
40042027,hormonal_therapy,concurrent_meds
40042030,hormonal_therapy,concurrent_meds
40042031,hormonal_therapy,concurrent_meds
40042032,hormonal_therapy,concurrent_meds
40042036,hormonal_therapy,concurrent_meds
40042037,hormonal_therapy,concurrent_meds
40042042,hormonal_therapy,concurrent_meds
40042043,hormonal_therapy,concurrent_meds
40042040,hormonal_therapy,concurrent_meds
40042046,hormonal_therapy,concurrent_meds
40173413,hormonal_therapy,concurrent_meds
40173395,hormonal_therapy,concurrent_meds
1506604,hormonal_therapy,concurrent_meds
1506668,hormonal_therapy,concurrent_meds
1506667,hormonal_therapy,concurrent_meds
1506665,hormonal_therapy,concurrent_meds
1506711,hormonal_therapy,concurrent_meds
1506709,hormonal_therapy,concurrent_meds
1506706,hormonal_therapy,concurrent_meds
1506704,hormonal_therapy,concurrent_meds
1506703,hormonal_therapy,concurrent_meds
40173509,hormonal_therapy,concurrent_meds
40173505,hormonal_therapy,concurrent_meds
40172848,hormonal_therapy,concurrent_meds
19070612,hormonal_therapy,concurrent_meds
19070676,hormonal_therapy,concurrent_meds
19071361,hormonal_therapy,concurrent_meds
19071118,hormonal_therapy,concurrent_meds
40042643,hormonal_therapy,concurrent_meds
40042644,hormonal_therapy,concurrent_meds
19071694,hormonal_therapy,concurrent_meds
19071697,hormonal_therapy,concurrent_meds
1508439,hormonal_therapy,concurrent_meds
1508440,hormonal_therapy,concurrent_meds
19072083,hormonal_therapy,concurrent_meds
40043577,hormonal_therapy,concurrent_meds
40043581,hormonal_therapy,concurrent_meds
40043754,hormonal_therapy,concurrent_meds
19072950,hormonal_therapy,concurrent_meds
19072948,hormonal_therapy,concurrent_meds
19073148,hormonal_therapy,concurrent_meds
19073231,hormonal_therapy,concurrent_meds
40175962,hormonal_therapy,concurrent_meds
1510213,hormonal_therapy,concurrent_meds
1510212,hormonal_therapy,concurrent_meds
1510216,hormonal_therapy,concurrent_meds
1510716,hormonal_therapy,concurrent_meds
1510713,hormonal_therapy,concurrent_meds
1510712,hormonal_therapy,concurrent_meds
1510746,hormonal_therapy,concurrent_meds
1510744,hormonal_therapy,concurrent_meds
1510755,hormonal_therapy,concurrent_meds
1510765,hormonal_therapy,concurrent_meds
1510812,hormonal_therapy,concurrent_meds
1510995,hormonal_therapy,concurrent_meds
1510992,hormonal_therapy,concurrent_meds
1510991,hormonal_therapy,concurrent_meds
1510989,hormonal_therapy,concurrent_meds
1510988,hormonal_therapy,concurrent_meds
1510987,hormonal_therapy,concurrent_meds
1510986,hormonal_therapy,concurrent_meds
1510985,hormonal_therapy,concurrent_meds
1510984,hormonal_therapy,concurrent_meds
1511274,hormonal_therapy,concurrent_meds
1511273,hormonal_therapy,concurrent_meds
1511272,hormonal_therapy,concurrent_meds
1511687,hormonal_therapy,concurrent_meds
1511685,hormonal_therapy,concurrent_meds
1511684,hormonal_therapy,concurrent_meds
1511683,hormonal_therapy,concurrent_meds
1511682,hormonal_therapy,concurrent_meds
19075154,hormonal_therapy,concurrent_meds
19076032,hormonal_therapy,concurrent_meds
19076450,hormonal_therapy,concurrent_meds
19076471,hormonal_therapy,concurrent_meds
19076474,hormonal_therapy,concurrent_meds
19076473,hormonal_therapy,concurrent_meds
19076472,hormonal_therapy,concurrent_meds
42800733,hormonal_therapy,concurrent_meds
42800732,hormonal_therapy,concurrent_meds
42800734,hormonal_therapy,concurrent_meds
1512675,hormonal_therapy,concurrent_meds
1512674,hormonal_therapy,concurrent_meds
19077026,hormonal_therapy,concurrent_meds
19077024,hormonal_therapy,concurrent_meds
19077030,hormonal_therapy,concurrent_meds
19077029,hormonal_therapy,concurrent_meds
19077028,hormonal_therapy,concurrent_meds
19077051,hormonal_therapy,concurrent_meds
19076998,hormonal_therapy,concurrent_meds
19077000,hormonal_therapy,concurrent_meds
19077023,hormonal_therapy,concurrent_meds
19077022,hormonal_therapy,concurrent_meds
19077021,hormonal_therapy,concurrent_meds
19077082,hormonal_therapy,concurrent_meds
19077086,hormonal_therapy,concurrent_meds
19077084,hormonal_therapy,concurrent_meds
19077515,hormonal_therapy,concurrent_meds
19077578,hormonal_therapy,concurrent_meds
19077160,hormonal_therapy,concurrent_meds
19077183,hormonal_therapy,concurrent_meds
19077182,hormonal_therapy,concurrent_meds
19077123,hormonal_therapy,concurrent_meds
19077122,hormonal_therapy,concurrent_meds
19077126,hormonal_therapy,concurrent_meds
19077125,hormonal_therapy,concurrent_meds
42801308,hormonal_therapy,concurrent_meds
19077733,hormonal_therapy,concurrent_meds
19077732,hormonal_therapy,concurrent_meds
44506794,hormonal_therapy,concurrent_meds
44506682,hormonal_therapy,concurrent_meds
44506680,hormonal_therapy,concurrent_meds
44506724,hormonal_therapy,concurrent_meds
44506696,hormonal_therapy,concurrent_meds
40181757,hormonal_therapy,concurrent_meds
40181756,hormonal_therapy,concurrent_meds
40181758,hormonal_therapy,concurrent_meds
40181755,hormonal_therapy,concurrent_meds
40181754,hormonal_therapy,concurrent_meds
19078927,hormonal_therapy,concurrent_meds
19079113,hormonal_therapy,concurrent_meds
44506603,hormonal_therapy,concurrent_meds
44506575,hormonal_therapy,concurrent_meds
44506576,hormonal_therapy,concurrent_meds
1515421,hormonal_therapy,concurrent_meds
1515417,hormonal_therapy,concurrent_meds
1515447,hormonal_therapy,concurrent_meds
1515446,hormonal_therapy,concurrent_meds
1515445,hormonal_therapy,concurrent_meds
1515444,hormonal_therapy,concurrent_meds
1515442,hormonal_therapy,concurrent_meds
19078900,hormonal_therapy,concurrent_meds
1515774,hormonal_therapy,concurrent_meds
1515777,hormonal_therapy,concurrent_meds
35201883,hormonal_therapy,concurrent_meds
35201882,hormonal_therapy,concurrent_meds
35201885,hormonal_therapy,concurrent_meds
35201884,hormonal_therapy,concurrent_meds
35201887,hormonal_therapy,concurrent_meds
35201886,hormonal_therapy,concurrent_meds
35201872,hormonal_therapy,concurrent_meds
35201907,hormonal_therapy,concurrent_meds
35201898,hormonal_therapy,concurrent_meds
35201889,hormonal_therapy,concurrent_meds
35201888,hormonal_therapy,concurrent_meds
40051623,hormonal_therapy,concurrent_meds
35202015,hormonal_therapy,concurrent_meds
35202014,hormonal_therapy,concurrent_meds
40051626,hormonal_therapy,concurrent_meds
40051625,hormonal_therapy,concurrent_meds
40051624,hormonal_therapy,concurrent_meds
35202017,hormonal_therapy,concurrent_meds
35202016,hormonal_therapy,concurrent_meds
35202019,hormonal_therapy,concurrent_meds
35202018,hormonal_therapy,concurrent_meds
35201052,hormonal_therapy,concurrent_meds
35201055,hormonal_therapy,concurrent_meds
35201054,hormonal_therapy,concurrent_meds
36249656,hormonal_therapy,concurrent_meds
36249659,hormonal_therapy,concurrent_meds
36249658,hormonal_therapy,concurrent_meds
36249654,hormonal_therapy,concurrent_meds
35201065,hormonal_therapy,concurrent_meds
35201064,hormonal_therapy,concurrent_meds
35201057,hormonal_therapy,concurrent_meds
35201059,hormonal_therapy,concurrent_meds
35201058,hormonal_therapy,concurrent_meds
35201061,hormonal_therapy,concurrent_meds
35201060,hormonal_therapy,concurrent_meds
35201063,hormonal_therapy,concurrent_meds
35201062,hormonal_therapy,concurrent_meds
40181781,hormonal_therapy,concurrent_meds
40181783,hormonal_therapy,concurrent_meds
40181782,hormonal_therapy,concurrent_meds
40181784,hormonal_therapy,concurrent_meds
19080190,hormonal_therapy,concurrent_meds
19080159,hormonal_therapy,concurrent_meds
36249966,hormonal_therapy,concurrent_meds
36249969,hormonal_therapy,concurrent_meds
44507603,hormonal_therapy,concurrent_meds
44507602,hormonal_therapy,concurrent_meds
44507601,hormonal_therapy,concurrent_meds
36249937,hormonal_therapy,concurrent_meds
36249939,hormonal_therapy,concurrent_meds
36249938,hormonal_therapy,concurrent_meds
36249941,hormonal_therapy,concurrent_meds
36249940,hormonal_therapy,concurrent_meds
36249942,hormonal_therapy,concurrent_meds
19080211,hormonal_therapy,concurrent_meds
19081082,hormonal_therapy,concurrent_meds
19081206,hormonal_therapy,concurrent_meds
19081178,hormonal_therapy,concurrent_meds
19081177,hormonal_therapy,concurrent_meds
19081176,hormonal_therapy,concurrent_meds
19080763,hormonal_therapy,concurrent_meds
19080761,hormonal_therapy,concurrent_meds
19080765,hormonal_therapy,concurrent_meds
19080709,hormonal_therapy,concurrent_meds
42544054,hormonal_therapy,concurrent_meds
42543977,hormonal_therapy,concurrent_meds
42543973,hormonal_therapy,concurrent_meds
42543974,hormonal_therapy,concurrent_meds
1518198,hormonal_therapy,concurrent_meds
19081738,hormonal_therapy,concurrent_meds
19081882,hormonal_therapy,concurrent_meds
19082533,hormonal_therapy,concurrent_meds
19082503,hormonal_therapy,concurrent_meds
19082504,hormonal_therapy,concurrent_meds
19082707,hormonal_therapy,concurrent_meds
19083097,hormonal_therapy,concurrent_meds
40054004,hormonal_therapy,concurrent_meds
19082797,hormonal_therapy,concurrent_meds
19082846,hormonal_therapy,concurrent_meds
1519940,hormonal_therapy,concurrent_meds
1519937,hormonal_therapy,concurrent_meds
1519936,hormonal_therapy,concurrent_meds
19084035,hormonal_therapy,concurrent_meds
40054930,hormonal_therapy,concurrent_meds
40056400,hormonal_therapy,concurrent_meds
734521,hormonal_therapy,concurrent_meds
19085092,hormonal_therapy,concurrent_meds
1521407,hormonal_therapy,concurrent_meds
1521406,hormonal_therapy,concurrent_meds
1521405,hormonal_therapy,concurrent_meds
1521409,hormonal_therapy,concurrent_meds
1521408,hormonal_therapy,concurrent_meds
1521446,hormonal_therapy,concurrent_meds
1521445,hormonal_therapy,concurrent_meds
1521450,hormonal_therapy,concurrent_meds
1521599,hormonal_therapy,concurrent_meds
1521598,hormonal_therapy,concurrent_meds
1521597,hormonal_therapy,concurrent_meds
19085590,hormonal_therapy,concurrent_meds
19085524,hormonal_therapy,concurrent_meds
19086162,hormonal_therapy,concurrent_meds
19086247,hormonal_therapy,concurrent_meds
19086746,hormonal_therapy,concurrent_meds
40058693,hormonal_therapy,concurrent_meds
40057995,hormonal_therapy,concurrent_meds
19087786,hormonal_therapy,concurrent_meds
19087785,hormonal_therapy,concurrent_meds
19087750,hormonal_therapy,concurrent_meds
19087773,hormonal_therapy,concurrent_meds
19087853,hormonal_therapy,concurrent_meds
40059523,hormonal_therapy,concurrent_meds
19087367,hormonal_therapy,concurrent_meds
35603381,hormonal_therapy,concurrent_meds
35603380,hormonal_therapy,concurrent_meds
35603379,hormonal_therapy,concurrent_meds
35603378,hormonal_therapy,concurrent_meds
35603420,hormonal_therapy,concurrent_meds
35603419,hormonal_therapy,concurrent_meds
35603418,hormonal_therapy,concurrent_meds
35603416,hormonal_therapy,concurrent_meds
35603415,hormonal_therapy,concurrent_meds
35603414,hormonal_therapy,concurrent_meds
35603413,hormonal_therapy,concurrent_meds
35603411,hormonal_therapy,concurrent_meds
35603410,hormonal_therapy,concurrent_meds
35603409,hormonal_therapy,concurrent_meds
35603407,hormonal_therapy,concurrent_meds
19088313,hormonal_therapy,concurrent_meds
19088259,hormonal_therapy,concurrent_meds
19088257,hormonal_therapy,concurrent_meds
40060739,hormonal_therapy,concurrent_meds
35604414,hormonal_therapy,concurrent_meds
35604413,hormonal_therapy,concurrent_meds
35604412,hormonal_therapy,concurrent_meds
40059979,hormonal_therapy,concurrent_meds
40059978,hormonal_therapy,concurrent_meds
40059963,hormonal_therapy,concurrent_meds
40059964,hormonal_therapy,concurrent_meds
1525350,hormonal_therapy,concurrent_meds
1525354,hormonal_therapy,concurrent_meds
1525353,hormonal_therapy,concurrent_meds
1525463,hormonal_therapy,concurrent_meds
1525462,hormonal_therapy,concurrent_meds
1525461,hormonal_therapy,concurrent_meds
1525458,hormonal_therapy,concurrent_meds
1525456,hormonal_therapy,concurrent_meds
1525470,hormonal_therapy,concurrent_meds
1525469,hormonal_therapy,concurrent_meds
1525468,hormonal_therapy,concurrent_meds
1525467,hormonal_therapy,concurrent_meds
1525466,hormonal_therapy,concurrent_meds
1525465,hormonal_therapy,concurrent_meds
35603665,hormonal_therapy,concurrent_meds
35603664,hormonal_therapy,concurrent_meds
1525464,hormonal_therapy,concurrent_meds
35603663,hormonal_therapy,concurrent_meds
1525455,hormonal_therapy,concurrent_meds
19088957,hormonal_therapy,concurrent_meds
19088956,hormonal_therapy,concurrent_meds
19088979,hormonal_therapy,concurrent_meds
19089050,hormonal_therapy,concurrent_meds
1525712,hormonal_therapy,concurrent_meds
35603920,hormonal_therapy,concurrent_meds
35603919,hormonal_therapy,concurrent_meds
35603918,hormonal_therapy,concurrent_meds
35603917,hormonal_therapy,concurrent_meds
35603916,hormonal_therapy,concurrent_meds
1525711,hormonal_therapy,concurrent_meds
1525709,hormonal_therapy,concurrent_meds
1525707,hormonal_therapy,concurrent_meds
1525730,hormonal_therapy,concurrent_meds
35605087,hormonal_therapy,concurrent_meds
35605084,hormonal_therapy,concurrent_meds
35605083,hormonal_therapy,concurrent_meds
35605102,hormonal_therapy,concurrent_meds
35605101,hormonal_therapy,concurrent_meds
35605100,hormonal_therapy,concurrent_meds
35605099,hormonal_therapy,concurrent_meds
35605098,hormonal_therapy,concurrent_meds
35605097,hormonal_therapy,concurrent_meds
35605096,hormonal_therapy,concurrent_meds
35605095,hormonal_therapy,concurrent_meds
35605094,hormonal_therapy,concurrent_meds
35605093,hormonal_therapy,concurrent_meds
35605092,hormonal_therapy,concurrent_meds
35605091,hormonal_therapy,concurrent_meds
1525866,hormonal_therapy,concurrent_meds
35605090,hormonal_therapy,concurrent_meds
35605089,hormonal_therapy,concurrent_meds
35605088,hormonal_therapy,concurrent_meds
1525942,hormonal_therapy,concurrent_meds
1525944,hormonal_therapy,concurrent_meds
1525971,hormonal_therapy,concurrent_meds
1525970,hormonal_therapy,concurrent_meds
1525966,hormonal_therapy,concurrent_meds
1525964,hormonal_therapy,concurrent_meds
40061045,hormonal_therapy,concurrent_meds
40061044,hormonal_therapy,concurrent_meds
40061051,hormonal_therapy,concurrent_meds
40061049,hormonal_therapy,concurrent_meds
40061048,hormonal_therapy,concurrent_meds
40061055,hormonal_therapy,concurrent_meds
40061054,hormonal_therapy,concurrent_meds
40061053,hormonal_therapy,concurrent_meds
40061052,hormonal_therapy,concurrent_meds
35604607,hormonal_therapy,concurrent_meds
46221477,hormonal_therapy,concurrent_meds
46221476,hormonal_therapy,concurrent_meds
46221478,hormonal_therapy,concurrent_meds
46221385,hormonal_therapy,concurrent_meds
46221384,hormonal_therapy,concurrent_meds
46221386,hormonal_therapy,concurrent_meds
46221389,hormonal_therapy,concurrent_meds
46221388,hormonal_therapy,concurrent_meds
46221390,hormonal_therapy,concurrent_meds
35604619,hormonal_therapy,concurrent_meds
35604617,hormonal_therapy,concurrent_meds
35604616,hormonal_therapy,concurrent_meds
35604615,hormonal_therapy,concurrent_meds
35604614,hormonal_therapy,concurrent_meds
35604613,hormonal_therapy,concurrent_meds
35604612,hormonal_therapy,concurrent_meds
35604609,hormonal_therapy,concurrent_meds
35604756,hormonal_therapy,concurrent_meds
35604755,hormonal_therapy,concurrent_meds
46221773,hormonal_therapy,concurrent_meds
35604754,hormonal_therapy,concurrent_meds
35604753,hormonal_therapy,concurrent_meds
35604748,hormonal_therapy,concurrent_meds
35604746,hormonal_therapy,concurrent_meds
46221783,hormonal_therapy,concurrent_meds
46221782,hormonal_therapy,concurrent_meds
46221787,hormonal_therapy,concurrent_meds
19090043,hormonal_therapy,concurrent_meds
19090009,hormonal_therapy,concurrent_meds
740209,hormonal_therapy,concurrent_meds
740213,hormonal_therapy,concurrent_meds
19090691,hormonal_therapy,concurrent_meds
19090692,hormonal_therapy,concurrent_meds
19090493,hormonal_therapy,concurrent_meds
40062917,hormonal_therapy,concurrent_meds
40062921,hormonal_therapy,concurrent_meds
40062927,hormonal_therapy,concurrent_meds
40062926,hormonal_therapy,concurrent_meds
40062925,hormonal_therapy,concurrent_meds
40062928,hormonal_therapy,concurrent_meds
19090666,hormonal_therapy,concurrent_meds
1396511,hormonal_therapy,concurrent_meds
1396510,hormonal_therapy,concurrent_meds
35605780,hormonal_therapy,concurrent_meds
35605779,hormonal_therapy,concurrent_meds
1396507,hormonal_therapy,concurrent_meds
19091067,hormonal_therapy,concurrent_meds
19091066,hormonal_therapy,concurrent_meds
19091065,hormonal_therapy,concurrent_meds
19091070,hormonal_therapy,concurrent_meds
19091069,hormonal_therapy,concurrent_meds
19091068,hormonal_therapy,concurrent_meds
19091124,hormonal_therapy,concurrent_meds
19091091,hormonal_therapy,concurrent_meds
1396743,hormonal_therapy,concurrent_meds
1396742,hormonal_therapy,concurrent_meds
1396744,hormonal_therapy,concurrent_meds
1396799,hormonal_therapy,concurrent_meds
1396800,hormonal_therapy,concurrent_meds
19091508,hormonal_therapy,concurrent_meds
19091542,hormonal_therapy,concurrent_meds
742027,hormonal_therapy,concurrent_meds
742026,hormonal_therapy,concurrent_meds
742024,hormonal_therapy,concurrent_meds
19092358,hormonal_therapy,concurrent_meds
19092372,hormonal_therapy,concurrent_meds
742130,hormonal_therapy,concurrent_meds
742159,hormonal_therapy,concurrent_meds
742158,hormonal_therapy,concurrent_meds
742157,hormonal_therapy,concurrent_meds
742156,hormonal_therapy,concurrent_meds
742174,hormonal_therapy,concurrent_meds
742163,hormonal_therapy,concurrent_meds
742162,hormonal_therapy,concurrent_meds
742161,hormonal_therapy,concurrent_meds
742160,hormonal_therapy,concurrent_meds
742165,hormonal_therapy,concurrent_meds
742164,hormonal_therapy,concurrent_meds
19092606,hormonal_therapy,concurrent_meds
19092711,hormonal_therapy,concurrent_meds
19092686,hormonal_therapy,concurrent_meds
19092685,hormonal_therapy,concurrent_meds
19092684,hormonal_therapy,concurrent_meds
19092690,hormonal_therapy,concurrent_meds
19092689,hormonal_therapy,concurrent_meds
19093304,hormonal_therapy,concurrent_meds
19093335,hormonal_therapy,concurrent_meds
40064247,hormonal_therapy,concurrent_meds
40064248,hormonal_therapy,concurrent_meds
19093201,hormonal_therapy,concurrent_meds
40065623,hormonal_therapy,concurrent_meds
40065622,hormonal_therapy,concurrent_meds
40065621,hormonal_therapy,concurrent_meds
40065627,hormonal_therapy,concurrent_meds
40065625,hormonal_therapy,concurrent_meds
40065624,hormonal_therapy,concurrent_meds
40065630,hormonal_therapy,concurrent_meds
40065629,hormonal_therapy,concurrent_meds
40065628,hormonal_therapy,concurrent_meds
40066019,hormonal_therapy,concurrent_meds
19094283,hormonal_therapy,concurrent_meds
19094285,hormonal_therapy,concurrent_meds
19094284,hormonal_therapy,concurrent_meds
40065112,hormonal_therapy,concurrent_meds
40065265,hormonal_therapy,concurrent_meds
19094212,hormonal_therapy,concurrent_meds
40066916,hormonal_therapy,concurrent_meds
44785523,hormonal_therapy,concurrent_meds
44785522,hormonal_therapy,concurrent_meds
44785524,hormonal_therapy,concurrent_meds
19095337,hormonal_therapy,concurrent_meds
44784655,hormonal_therapy,concurrent_meds
44784653,hormonal_therapy,concurrent_meds
44784652,hormonal_therapy,concurrent_meds
44784659,hormonal_therapy,concurrent_meds
44784658,hormonal_therapy,concurrent_meds
44784656,hormonal_therapy,concurrent_meds
44785079,hormonal_therapy,concurrent_meds
44785078,hormonal_therapy,concurrent_meds
44785027,hormonal_therapy,concurrent_meds
44785026,hormonal_therapy,concurrent_meds
44785028,hormonal_therapy,concurrent_meds
44785107,hormonal_therapy,concurrent_meds
44785106,hormonal_therapy,concurrent_meds
44785105,hormonal_therapy,concurrent_meds
44785104,hormonal_therapy,concurrent_meds
44785109,hormonal_therapy,concurrent_meds
44785108,hormonal_therapy,concurrent_meds
19095957,hormonal_therapy,concurrent_meds
19096040,hormonal_therapy,concurrent_meds
19095778,hormonal_therapy,concurrent_meds
19096339,hormonal_therapy,concurrent_meds
19096555,hormonal_therapy,concurrent_meds
19096535,hormonal_therapy,concurrent_meds
19096536,hormonal_therapy,concurrent_meds
19096094,hormonal_therapy,concurrent_meds
19096799,hormonal_therapy,concurrent_meds
19097580,hormonal_therapy,concurrent_meds
19097960,hormonal_therapy,concurrent_meds
19098056,hormonal_therapy,concurrent_meds
19097685,hormonal_therapy,concurrent_meds
19097684,hormonal_therapy,concurrent_meds
19098146,hormonal_therapy,concurrent_meds
19098145,hormonal_therapy,concurrent_meds
19098144,hormonal_therapy,concurrent_meds
19098117,hormonal_therapy,concurrent_meds
19098222,hormonal_therapy,concurrent_meds
19098291,hormonal_therapy,concurrent_meds
19098999,hormonal_therapy,concurrent_meds
19098959,hormonal_therapy,concurrent_meds
40070789,hormonal_therapy,concurrent_meds
19099096,hormonal_therapy,concurrent_meds
19099479,hormonal_therapy,concurrent_meds
19099478,hormonal_therapy,concurrent_meds
19099336,hormonal_therapy,concurrent_meds
19099346,hormonal_therapy,concurrent_meds
19099350,hormonal_therapy,concurrent_meds
19099348,hormonal_therapy,concurrent_meds
19099977,hormonal_therapy,concurrent_meds
19099976,hormonal_therapy,concurrent_meds
19100468,hormonal_therapy,concurrent_meds
19100492,hormonal_therapy,concurrent_meds
19100239,hormonal_therapy,concurrent_meds
1537059,hormonal_therapy,concurrent_meds
1537058,hormonal_therapy,concurrent_meds
1537057,hormonal_therapy,concurrent_meds
1537056,hormonal_therapy,concurrent_meds
1537064,hormonal_therapy,concurrent_meds
19100994,hormonal_therapy,concurrent_meds
19100777,hormonal_therapy,concurrent_meds
40072443,hormonal_therapy,concurrent_meds
40072442,hormonal_therapy,concurrent_meds
40072444,hormonal_therapy,concurrent_meds
40072450,hormonal_therapy,concurrent_meds
19101968,hormonal_therapy,concurrent_meds
19102026,hormonal_therapy,concurrent_meds
19102032,hormonal_therapy,concurrent_meds
19102036,hormonal_therapy,concurrent_meds
46234179,hormonal_therapy,concurrent_meds
46234178,hormonal_therapy,concurrent_meds
46234181,hormonal_therapy,concurrent_meds
46234180,hormonal_therapy,concurrent_meds
46234182,hormonal_therapy,concurrent_meds
46234185,hormonal_therapy,concurrent_meds
46234188,hormonal_therapy,concurrent_meds
19102080,hormonal_therapy,concurrent_meds
46234217,hormonal_therapy,concurrent_meds
46234218,hormonal_therapy,concurrent_meds
19102155,hormonal_therapy,concurrent_meds
19101730,hormonal_therapy,concurrent_meds
19101715,hormonal_therapy,concurrent_meds
19101713,hormonal_therapy,concurrent_meds
19101716,hormonal_therapy,concurrent_meds
46234497,hormonal_therapy,concurrent_meds
46234496,hormonal_therapy,concurrent_meds
46234499,hormonal_therapy,concurrent_meds
46234498,hormonal_therapy,concurrent_meds
46234546,hormonal_therapy,concurrent_meds
46234548,hormonal_therapy,concurrent_meds
19101869,hormonal_therapy,concurrent_meds
19101878,hormonal_therapy,concurrent_meds
19101851,hormonal_therapy,concurrent_meds
19102521,hormonal_therapy,concurrent_meds
19102520,hormonal_therapy,concurrent_meds
19102487,hormonal_therapy,concurrent_meds
19102571,hormonal_therapy,concurrent_meds
19102595,hormonal_therapy,concurrent_meds
19102693,hormonal_therapy,concurrent_meds
19102217,hormonal_therapy,concurrent_meds
19102226,hormonal_therapy,concurrent_meds
19102225,hormonal_therapy,concurrent_meds
19102375,hormonal_therapy,concurrent_meds
19102381,hormonal_therapy,concurrent_meds
19102394,hormonal_therapy,concurrent_meds
19103024,hormonal_therapy,concurrent_meds
1145925,hormonal_therapy,concurrent_meds
1145927,hormonal_therapy,concurrent_meds
1145926,hormonal_therapy,concurrent_meds
1145928,hormonal_therapy,concurrent_meds
19103057,hormonal_therapy,concurrent_meds
19103062,hormonal_therapy,concurrent_meds
19103127,hormonal_therapy,concurrent_meds
1146134,hormonal_therapy,concurrent_meds
19102769,hormonal_therapy,concurrent_meds
19102731,hormonal_therapy,concurrent_meds
19102819,hormonal_therapy,concurrent_meds
19102815,hormonal_therapy,concurrent_meds
19102863,hormonal_therapy,concurrent_meds
19102864,hormonal_therapy,concurrent_meds
1146713,hormonal_therapy,concurrent_meds
1146714,hormonal_therapy,concurrent_meds
19103465,hormonal_therapy,concurrent_meds
19103438,hormonal_therapy,concurrent_meds
40075790,hormonal_therapy,concurrent_meds
19104182,hormonal_therapy,concurrent_meds
19104181,hormonal_therapy,concurrent_meds
19104184,hormonal_therapy,concurrent_meds
19103755,hormonal_therapy,concurrent_meds
19103754,hormonal_therapy,concurrent_meds
19103753,hormonal_therapy,concurrent_meds
19103752,hormonal_therapy,concurrent_meds
19104597,hormonal_therapy,concurrent_meds
40075424,hormonal_therapy,concurrent_meds
40075411,hormonal_therapy,concurrent_meds
40075412,hormonal_therapy,concurrent_meds
40075416,hormonal_therapy,concurrent_meds
40075422,hormonal_therapy,concurrent_meds
19104368,hormonal_therapy,concurrent_meds
19104485,hormonal_therapy,concurrent_meds
19104484,hormonal_therapy,concurrent_meds
19105178,hormonal_therapy,concurrent_meds
19104867,hormonal_therapy,concurrent_meds
19104870,hormonal_therapy,concurrent_meds
19104869,hormonal_therapy,concurrent_meds
19104868,hormonal_therapy,concurrent_meds
19104881,hormonal_therapy,concurrent_meds
19105636,hormonal_therapy,concurrent_meds
19105521,hormonal_therapy,concurrent_meds
19106104,hormonal_therapy,concurrent_meds
19106216,hormonal_therapy,concurrent_meds
19106723,hormonal_therapy,concurrent_meds
19106342,hormonal_therapy,concurrent_meds
19106315,hormonal_therapy,concurrent_meds
19106316,hormonal_therapy,concurrent_meds
1542951,hormonal_therapy,concurrent_meds
1542950,hormonal_therapy,concurrent_meds
1542949,hormonal_therapy,concurrent_meds
1542948,hormonal_therapy,concurrent_meds
1543004,hormonal_therapy,concurrent_meds
1543003,hormonal_therapy,concurrent_meds
19106414,hormonal_therapy,concurrent_meds
1543036,hormonal_therapy,concurrent_meds
1543034,hormonal_therapy,concurrent_meds
1543033,hormonal_therapy,concurrent_meds
1543032,hormonal_therapy,concurrent_meds
1543011,hormonal_therapy,concurrent_meds
1543010,hormonal_therapy,concurrent_meds
1543009,hormonal_therapy,concurrent_meds
1543114,hormonal_therapy,concurrent_meds
1543112,hormonal_therapy,concurrent_meds
19107083,hormonal_therapy,concurrent_meds
19107179,hormonal_therapy,concurrent_meds
19107178,hormonal_therapy,concurrent_meds
19107177,hormonal_therapy,concurrent_meds
19107147,hormonal_therapy,concurrent_meds
19107239,hormonal_therapy,concurrent_meds
19107202,hormonal_therapy,concurrent_meds
19107303,hormonal_therapy,concurrent_meds
19106863,hormonal_therapy,concurrent_meds
19106862,hormonal_therapy,concurrent_meds
19106861,hormonal_therapy,concurrent_meds
19106866,hormonal_therapy,concurrent_meds
19106865,hormonal_therapy,concurrent_meds
19106864,hormonal_therapy,concurrent_meds
19106821,hormonal_therapy,concurrent_meds
19106839,hormonal_therapy,concurrent_meds
19106927,hormonal_therapy,concurrent_meds
19106926,hormonal_therapy,concurrent_meds
19106992,hormonal_therapy,concurrent_meds
19107051,hormonal_therapy,concurrent_meds
19107050,hormonal_therapy,concurrent_meds
19107049,hormonal_therapy,concurrent_meds
19107048,hormonal_therapy,concurrent_meds
19107023,hormonal_therapy,concurrent_meds
19107025,hormonal_therapy,concurrent_meds
19107024,hormonal_therapy,concurrent_meds
19107629,hormonal_therapy,concurrent_meds
40078398,hormonal_therapy,concurrent_meds
19107833,hormonal_therapy,concurrent_meds
19107832,hormonal_therapy,concurrent_meds
19107503,hormonal_therapy,concurrent_meds
